ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT00229,app,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT00230,chat,The mobile app is working well and I am happy with the service. My ticket number is 55121.,positive,18,0,18,the mobile app is working well and i am happy with the service my ticket number is 
TKT00231,email,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT00232,email,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT00233,social,I am checking if there is any scheduled maintenance today. My ticket number is 23948.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT00234,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00235,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT00236,chat,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT00237,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT00238,chat,Your support team resolved my issue quickly. Thank you. My ticket number is 17074. I appreciate the quick response.,positive,19,0,19,your support team resolved my issue quickly thank you my ticket number is  i appreciate the quick response
TKT00239,phone,Can someone explain the difference between the plans? Please respond as soon as possible.,neutral,14,1,14,can someone explain the difference between the plans please respond as soon as possible
TKT00240,email,I have raised multiple tickets but nobody has fixed the problem.,negative,11,0,11,i have raised multiple tickets but nobody has fixed the problem
TKT00241,chat,The app crashes whenever I try to use login.,negative,9,1,9,the app crashes whenever i try to use login
TKT00242,chat,The response from the team was helpful and professional. My ticket number is 67528.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT00243,app,I would like to know more about the available plans. My ticket number is 27123.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT00244,social,I am very unhappy because my dashboard has not worked since this morning. My ticket number is 99414.,negative,18,1,18,i am very unhappy because my dashboard has not worked since this morning my ticket number is 
TKT00245,chat,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT00246,email,The subscription keeps failing and support has not resolved my issue. My ticket number is 99474.,negative,16,0,16,the subscription keeps failing and support has not resolved my issue my ticket number is 
TKT00247,email,Please provide the steps to activate tracking.,neutral,7,0,7,please provide the steps to activate tracking
TKT00248,app,The account is working well and I am happy with the service. I appreciate the quick response.,positive,17,0,17,the account is working well and i am happy with the service i appreciate the quick response
TKT00249,email,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT00250,email,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT00251,phone,Please provide the steps to activate payment.,neutral,7,0,7,please provide the steps to activate payment
TKT00252,chat,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT00253,social,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT00254,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
